,tweets,words,
4706," Just had 3 more blood tests done making a grand total of 5. And the doctor's are still not sure whats wrong.... place <tweepy.models.Place object at 0x0291F5D0> coordinates {u'type': u'Point', u'coordinates': [-88.5925664, 44.0287776]}",blood tests grand total doctors whats wrong,Non-Medical
4707, wazzam I feel bad for the doctor wazzam,wazzam feel bad doctor wazzam,Non-Medical
4708," I just drove a client to doctors office to get his medical records #boss place <tweepy.models.Place object at 0x0291F5F0> coordinates {u'type': u'Point', u'coordinates': [-83.54590061, 41.60500228]}",drove client doctors office medical records #boss,Non-Medical
4709," Doc to prison for evading taxes, living high life: LAS VEGAS (AP) - A Las Vegas doctor faces more than two yea... http://t.co/OduY0YCj0Z",doc prison evading taxes living life las vegas ap las vegas doctor yea,Non-Medical
4715, @lisaphilburn I know that feeling! If I was a doctor I'd prescribe yoga for the mojo and online dating for the man/men ;-) xxx,feeling doctor id prescribe yoga mojo online dating manmen xxx,Non-Medical
4717," LLGA SMART Cities  While we await the news from San Francisco, (we could not attend due to a medical emergency) we… https://t.co/AhjKe4l1i4",llga smart cities await news san francisco  attend due medical emergency … httpstcoahjke4l1i4,Non-Medical
4719, I hate the hospital. I just wanna go home,hate hospital wanna home,Non-Medical
4720, You're Just What The Doctor Ordered ???,doctor,Non-Medical
4721," my papaw is finally out of surgery and in recovery. doctor said it went well, now just waiting for him to wake up #prayers",papaw finally surgery recovery doctor waiting wake #prayers,Non-Medical
4724, @lindamarr i hate leamo hospital how long will we be there,hate leamo hospital,Non-Medical
4725, @scurvyknave My Doctor Who mad daughter says do you mean the mechanoids?,doctor mad daughter mean mechanoids,Non-Medical
4726, So well written and eloquent. A must read for all women. #angelinajolie  http://t.co/lRA3Y9y2M1,written eloquent read women #angelinajolie,Non-Medical
4729," My doctor called me Tia,last time I checked I wasn't my 5 year old cousin haha!",doctor called tialast time checked cousin haha,Non-Medical
4730," Molly the missing dog has been found safe &amp; well &amp; returned to her owners, my husband got bit &amp; spent the last 2hrs in hospital...he's fine!",molly missing dog found safe returned owners husband bit spent hospitalhes fine,Non-Medical
4731, My future husband has to have these qualities: Massage therapist Chef Personal trainer Doctor mlb player I will not settle for anything less,future husband qualities massage therapist chef personal trainer doctor mlb player settle,Non-Medical
4732, @aanchalator I am doctor but I'll advice to switch off your phn/pc and sleep.. it will help..,doctor ill advice switch phnpc sleep help,Non-Medical
4733, @ravenddailey omgomgomg!!! What about the hospital job ?,omgomgomg hospital job,Non-Medical
4734, Nurse gave me a shot. Then the doctor walks in like \whoops she gave you the wrong one,nurse shot doctor walks whoops wrong lemme ummm ugh,Non-Medical
4738, Some kid was left in a hospital in Phoenix by his friends passed out with a blood alcohol level of .47,kid left hospital phoenix friends passed blood alcohol level,Non-Medical
4740, Follow @cultboxtv and RT for a chance to win one of 3 x 'Who-ology: Doctor Who Miscellany' books - Info: http://!!!!!!!/13L77Ng #OlogyCB,follow chance win whoology doctor miscellany books info #ologycb,Non-Medical
4743," EKAETTE: I'm pregnant. AKPOS: When are U aborting it?...EKAETTE: Doctor said it's 500K..AKPOS: Dnt wory,gyv birth,I'l kil it myslf RT",ekaette pregnant akpos aborting itekaette doctor dnt worygyv birthil kil myslf,Non-Medical
4744, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/2r2a4HDgg1,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
4745, My doctor is one wikid ass man. Before him give mi sum fi di pain,doctor wikid ass mi sum fi di pain,Non-Medical
4746, You must follow @TheDoctorQ because he likes Doctor Who and ponies. #brony,follow likes doctor ponies #brony,Non-Medical
4747, Analogic announces 140 layoffs as it integrates Ultrasonix Medical | MassDevice http://t.co/yhbRS4NRUN,analogic announces layoffs integrates ultrasonix medical massdevice,Non-Medical
4749, .an apple a day keeps the doctor away!,apple day doctor,Non-Medical
4751," @Lauren_Esther96 why are you in hospital? place <tweepy.models.Place object at 0x0292CBD0> coordinates {u'type': u'Point', u'coordinates': [-0.2261213, 51.3236918]}",hospital,Non-Medical
4752, All English Doctor Who fans can relate http://t.co/SGbLMyv3y5,english doctor fans relate,Non-Medical
4756," I'm at Dubai Hospital Nurses Accommodation http://t.co/kO4egSMoYt coordinates {u'type': u'Point', u'coordinates': [55.321421, 25.282667]}",dubai hospital nurses accommodation,Non-Medical
4757, @Samabb94 @HarryDriscoll2 but where's that? Families can't meet their needs at home and the only other choice is in hospital.,wheres families ca meet home choice hospital,Non-Medical
4759, Oh emm gee! How long does this take!..fml #bored  #doctor,oh emm gee takefml #bored #doctor,Non-Medical
4761, Well in da hospital wit jr finally in here suppose to came friday but we had to cum earlier! Im so sad,da hospital wit jr finally suppose friday cum earlier im sad,Non-Medical
4765, Still at hospital. http://t.co/J5LQcIZaiY but should know whats goin on soon. #poorlyboy,hospital whats goin soon #poorlyboy,Non-Medical
4768," nearly completed my revision of all the different medical conditions resulting in diarrhea, interesting shit  #shitthebed",nearly completed revision medical conditions resulting diarrhea shit #shitthebed,Non-Medical
4770, Miscellaneous Sayings of Doctor House,miscellaneous sayings doctor house,Non-Medical
4771, Support Care and Medical Treatment for the Children of Vietnam Veterans http://t.co/onhzOBu9WL via @causes,support care medical treatment children vietnam veterans via,Non-Medical
4772," if you wouldn't go to a normal, private doctor why on earth would you go on national television",normal private doctor earth national television,Non-Medical
4774, My doctor said I haven't been sick for 3 years so wtf,doctor sick wtf,Non-Medical
4775, My mummy is in hospital?? http://t.co/afWOvUSgck,mummy hospital,Non-Medical
4776, JFK hospital is a piece of shit. I go to the doctor to get a note to clear me. She looks at my foot and goes 'I'm 99% sure it's fractured',jfk hospital piece shit doctor note looks foot goes fractured,Non-Medical
4783, The good Doctor is fresh out of surgery and resting comfortably. He's staying there until tomorrow… http://t.co/qQinvE4iwz,doctor fresh surgery resting comfortably hes staying tomorrow…,Non-Medical
4787, @BradWieners the mystery of your voice revealed! (good guy to share an esoteric medical diagnosis with.),mystery voice revealed guy share esoteric medical diagnosis,Non-Medical
4791," While Belle is on mayor/sheriff duties - clumsycapitolunicorn: Ruby and Doctor Whale are doing it left,... http://t.co/WVkGHULP8W",belle mayorsheriff duties clumsycapitolunicorn ruby doctor whale left,Non-Medical
4794, My doctor gave me jolly ranchers :),doctor jolly ranchers,Non-Medical
4797, Great watching @GreysAnatomy_ when you can actually understand ;-) amazing being a doctor ! #miraclesofmedicine,watching actually understand amazing doctor #miraclesofmedicine,Non-Medical
4798," My baby gotta go to the doctor Monday &amp; get her shots ! :( :( I no she gone cut up place <tweepy.models.Place object at 0x0291F630> coordinates {u'type': u'Point', u'coordinates': [-89.86740399, 35.10614349]}",baby gotta doctor monday shots gone cut,Non-Medical
4800, i've probably said this about 100 times but being at the hospital makes me so happy &amp; excited for my future,probably times hospital makes happy excited future,Non-Medical
4806, Can I just marry my knee doctor now.,marry knee doctor,Non-Medical
4807," The truth. So many distort it, but when it's real, you can't doctor it up.",truth distort real ca doctor,Non-Medical
4810, I can only play so many games of candy crush and listen to doctor oz while waiting for this doctors appointment,play games candy crush listen doctor oz waiting doctors appointment,Non-Medical
4811," @TortiousTroll furthermore when medicine is the 3rd largest industry by GDP contribution, can we ever have a true \medical\"" field?""",furthermore medicine largest industry gdp contribution true medical field,Non-Medical
4813, I unlocked the Doctor Who Countdown to the Season Finale: 4 Days sticker on #GetGlue! http://t.co/gtmVGRWxym,unlocked doctor countdown season finale days sticker #getglue,Non-Medical
4814," I hate the eye doctor, oh so much.",hate eye doctor oh,Non-Medical
4817, If tomorrow my doctor says ill be good by June 8th... I'm buying my ticket for moonrise right that moment ??,tomorrow doctor ill june buying ticket moonrise moment,Non-Medical
4818, Shelly was freaking out about her doctor appointment so she called me and I literally had her laughing in 2min lol #BearTalents,shelly freaking doctor appointment called literally laughing lol #beartalents,Non-Medical
4820," Watching Doctor Who again, it's so good oh my god.",watching doctor oh god,Non-Medical
4821, Deceitful cunt MT“@RogueCyberman: The Name of The Doctor. Now available for download on my private server. Ripped from the USA bluray.”,deceitful cunt mtiiidddiiidddroguecyberman name doctor available download private server ripped usa bluray,Non-Medical
4822, Eye doctor #hatedoctorsoffices,eye doctor #hatedoctorsoffices,Non-Medical
4825, @Travbear_Cole we could just see a time when the doctor was in gallifrey a long fucking time ago xD I'm so excited,time doctor gallifrey fucking time ago xd excited,Non-Medical
4830, well i suppose having 2 hearts must sucl for the doctor right now,suppose hearts sucl doctor,Non-Medical
4831, the walk from Fazakerley hospital too ours drains me..,walk fazakerley hospital drains,Non-Medical
4832, The smell of hospital makes me wanna to throw up &lt;&lt;&lt;&lt;&lt; ??,smell hospital makes wanna throw ltltltltlt,Non-Medical
4833, Gov. Rick Perry Names Dr. Karl Swann to Texas Medical Board http://t.co/nGyeZeAkxu,gov rick perry names dr karl swann texas medical board,Non-Medical
4834, Urm #dr #doctor #drwho #doctorwho #tardis #timelord #clara #awesome #six http://t.co/yAgzof4ca3,urm #dr #doctor #drwho #doctorwho #tardis #timelord #clara #awesome #six,Non-Medical
4836, Doctor Who!,doctor,Non-Medical
4838, Drunk ASU student left at hospital with Post-It note http://t.co/eDkoMwzlUh,drunk asu student left hospital postit note,Non-Medical
4840, Having lots of fun at the doctor's office today!,lots fun doctors office,Non-Medical
4842," Doctor, nobody understands me. What do you mean by that?",doctor understands mean,Non-Medical
4846, Damn I just read that having a broken heart is a medical issue.,damn read broken heart medical issue,Non-Medical
4849, @Samabb94 @HarryDriscoll2 and for the most part the majority do die in hospital when taken ill not in a care home.,majority die hospital ill care home,Non-Medical
4851, Getting my Doctor fix. #TheDoctorIsCool,getting doctor fix #thedoctoriscool,Non-Medical
4852, @_jjjames but they're too embarrassed to show a doctor because it's obviously going to be tragic,embarrassed doctor obviously tragic,Non-Medical
4856," @BogdanCeha okay doctor we know, now do your work so we can go to the movies tonight :)",okay doctor movies tonight,Non-Medical
4861, This doctor takes forever and why is there pure ass French kids here #jrprobs,doctor takes forever pure ass french kids #jrprobs,Non-Medical
