,Tweets,words,
8231, Oh my god why did I rewatch doctor who The Angels Take Manhattan im seriously crying so much right now,oh god rewatch doctor angels manhattan im seriously crying,Medical
8236," I don't like my doctor. First off, she's a pediatrician.I'm over 18 but her practice goes to 19. Ion wanna hear how \overweight' I am""",doctor shes pediatriciani practice goes ion wanna hear overweight,Medical
8238, @BekiBryanMpala  I heave at hospital programmes so I'd have to burn alive Would you rather have no nose or your mouth sewn together?,heave hospital programmes id burn alive nose mouth sewn,Medical
8240, The Doctor Said I Have White Fluids Behind My Ear Drums &amp; It Can Turn Into A Infection -.-,doctor white fluids ear drums infection,Medical
8250," Crying in the hospital bed with my long lost bestfriend, felt perfect.",crying hospital bed lost bestfriend perfect,Medical
8251, another migraine... on the phone making an appt with the doctor as i type this.,migraine phone appt doctor type,Medical
8252," As if sitting in a doctor's office wasn't bad enough there's a woman across from me clipping her fingernails over her purse. Seriously, ew.",sitting doctors office bad theres woman clipping fingernails purse seriously ew,Medical
8259, I should ask the doctor about that today!,doctor,Medical
8260," I'm so gonna do that, THANK YOU THANK YOU DOCTOR WHOEVER YOU ARE THANK MEERA'S COUSIN THANK YOU BYE.",gonna thank thank doctor whoever thank meeras cousin thank bye,Medical
8264, Me and my doctor may as well be best friends at this rate #mothersmeetings,doctor friends rate #mothersmeetings,Medical
8267, I'm ready to leave this eye doctor,ready leave eye doctor,Medical
8274," Just priced daily contacts my doctor wants me to get….$500 a year…uh, I think I will go two week contacts please.",priced daily contacts doctor …500 …uh week contacts please,Medical
8278, My dad is taking selfies (on his ipad) at the eye doctor #HELPME,dad taking selfies ipad eye doctor #helpme,Medical
8279," @ali_ferg least your away ave got a medical next week then leave hopefully on Friday place <tweepy.models.Place object at 0x0291F6F0> coordinates {u'type': u'Point', u'coordinates': [-4.77818261, 55.64867003]}",ave medical week leave hopefully friday,Medical
8294, well mom is in the hospital &amp; I don't even know why. but of course no one ever tells me anything anyway.,mom hospital course tells anyway,Medical
8297, Medical Office Coordinator/Receptionist::::::$18.50/hr (annapolis) http://t.co/ybOU4uOp24,medical office coordinatorreceptionist1850hr annapolis,Medical
8300," i play mental hospital and diagnose people with social anxiety, depression, add, ect",play mental hospital diagnose people social anxiety depression add ect,Medical
8304, Move long Turbo comes in as a reserve to hospital sweep and scorches around in 28.74 #nicepunt at 6/4,move turbo comes reserve hospital sweep scorches #nicepunt,Medical
8305," @MalindaUnder If you're too embarrassed to go to your own doctor, why then would you want to appear on TV to discuss your problem?",embarrassed doctor appear tv discuss,Medical
8310," #Beyonce cancels concert under doctor's orders, amid pregnancy rumors http://t.co/0AoeFEUvrM #getwellsoonbeyonce",#beyonce cancels concert doctors amid pregnancy rumors #getwellsoonbeyonce,Medical
8313, Louie CK: Letting you live was medical malpractice,louie ck letting live medical malpractice,Medical
8316, Photo: dora-did-it: bookwormstache: i vote him the next doctor The Crisscolfer shippers the day of Upfronts http://t.co/C44NikKW6P,photo doradidit bookwormstache vote doctor crisscolfer shippers day upfronts,Medical
8321, ... would be considered medical malpractice if performed by a physician.,considered medical malpractice performed physician,Medical
8330, Why doctor-drugmaker collaborations are healthy http://t.co/bFuTSk0dIn,doctordrugmaker collaborations healthy,Medical
8335, Why do i end up in the hospital so much my moms a nurse,hospital moms nurse,Medical
8336, Doctor in the Dark http://t.co/0awVPLeMvg #medicine,doctor dark #medicine,Medical
8341, @ScottCmpbell The healthcare reseller who sold the hospital surgical equipment maybe? place <tweepy.models.Place object at 0x0291F650>,healthcare reseller sold hospital surgical equipment maybe,Medical
8343, @The_Frontera I don't want to hear about him not doing Doctor stuff. Makes me sad.,hear doctor stuff makes sad,Medical
8344, Broward women admit using Boca Raton hospital patients' IDs in tax fraud http://t.co/RXx4q9tGp1,broward women admit using boca raton hospital patients ids tax fraud,Medical
8345, The doctor said I'm 5'7 tho....,doctor tho,Medical
8347, I liked a @YouTube video http://t.co/GhTG7WNIbZ Man Cuts off Arm - Drives Ten Miles to Hospital!,liked video cuts arm drives ten miles hospital,Medical
8350, Ann Arbors hospital is do freaking big!,ann arbors hospital freaking,Medical
8358, @MyQueenTroian getting ready for the doctor!,getting ready doctor,Medical
8361, Omg at the doctor a ct scan !.......grrrr !,omg doctor ct scan grrrr,Medical
8366, My Medical Choice by Angelina Jolie http://t.co/6NZ5ugCXq2 - She defines courage and inspiration to women....i heart her!,medical choice angelina jolie defines courage inspiration womeni heart,Medical
8367, I could be dying right now &amp; my appointment is on the 28th I been was supposed to go to the doctor like a whole month&amp; a half ago &lt;&lt;&lt;&lt;,dying appointment supposed doctor monthamp half ago ltltltlt,Medical
8369, Just spilt everything in a section of the hospital gift shop. &lt;&lt;&lt; #omfg #embarrassing,spilt section hospital gift shop ltltlt #omfg #embarrassing,Medical
8372," I have triple geography tomorrow, double media, a doctor's appointment and then my blood test results... Tomorrow's not looking good.",triple geography tomorrow double media doctors appointment blood test results tomorrows looking,Medical
8375, Now I see why my mother gave me the medical aid on Sunday #Sick,mother medical aid sunday #sick,Medical
8376, when I watch doctor who I miss my oliver bow tie,watch doctor miss oliver bow tie,Medical
8378, Omw to the eye doctor.,omw eye doctor,Medical
8380, I have a doctor who addiction and non of my friends like doctor who and I have no one to fangirl with:(,doctor addiction friends doctor fangirl,Medical
8386, doctor's appt tomorrow at 1. I'm scurd :(,doctors appt tomorrow scurd,Medical
8388," @johnt91 ?? ... I'm signed off the prowler, doctor diagnosed allergic to it",signed prowler doctor diagnosed allergic,Medical
8394," lol the heart doctor on the bbc just said \make it so\"" when performing an angioplasty.""",lol heart doctor bbc performing angioplasty,Medical
8399," Please, excuse Drake from doing his homework. He twisted his liver and is unable to read, write or bathe. Yours truly, The Doctor",please excuse drake homework twisted liver unable read write bathe truly doctor,Medical
8400, Angelina Jolie on why she had a double mastectomy #breastcancer #bravery My Medical Choice http://t.co/vTiyDtgpDT,angelina jolie double mastectomy #breastcancer #bravery medical choice,Medical
8402, Debating on getting a third shift job at the hospital and working all three jobs this summer #decisions,debating getting third shift job hospital jobs summer #decisions,Medical
8408," Pull Fees 4 bottle babies,familes pulled/fostered by @carsoncats, but w/o fees will b forced 2 return them 2 shelter! http://t.co/EyLK5UOiDt",pull fees bottle babiesfamiles pulledfostered wo fees forced return shelter,Medical
8410," Access Medical Weight Loss Denver, Littleton and lakewood locations 303-458-1551 for a free consultation",access medical weight loss denver littleton lakewood locations free consultation,Medical
8411," Pull Fees 4 bottle babies,familes pulled/fostered by @carsoncats, but w/o fees will b forced 2 return them 2 shelter! http://t.co/hIg51YOam7",pull fees bottle babiesfamiles pulledfostered wo fees forced return shelter,Medical
8412," Finally out the hospital damnn thank god \""",finally hospital damnn thank god,Medical
8413," Remember when I had a huge breakdown in hospital after Lucy played blue jeans to me down the phone because I missed Lana""",remember huge breakdown hospital lucy played blue jeans phone missed lana,Medical
8414, @DaddySquid ever thought of taking this to the doctor?,taking doctor,Medical
8415, Photo: Caduceus Nurse RN Registered Nurse Medical Print Vintage Medical Book Page http://t.co/DLqyGWN7hU,photo caduceus nurse rn registered nurse medical print vintage medical book page,Medical
8416, @TheRealRoseanne Total Complete and Absolute Admiration for Angelina Jolie for Publicizing this...http://t.co/UjwwaPOLtO,total complete absolute admiration angelina jolie publicizing thishttptcoujwwapolto,Medical
8417, @JennifLawrence_ I used 2 have this picture of you on th wall in my bed of yu &amp; I fell asleep my hand warped it. I was in a state hospital!,picture th wall bed yu fell asleep hand warped hospital,Medical
8425," \Only a fraction of breast cancers result from an inherited gene mutation.\""  Angelina Jolie's My Medical Choice: http://t.co/c9yqrbpbHp""",fraction breast cancers result inherited gene mutation angelina jolies medical choice,Medical
8429, Hospital food is jank,hospital food jank,Medical
8430, @sexystyles56 Um... Eww you like him he's mad ugly !! Botch you got some problems ! Go to the eye doctor to get them checked out..??,um eww hes mad ugly botch eye doctor checked,Medical
8434, A great piece by Angelina Jolie.My medical choice http://t.co/jB4Ct9uzej via @theage,piece angelina joliemy medical choice via,Medical
8437, want to buy all the doctor who series and have a marathon!,buy doctor series marathon,Medical
8439," http://t.co/MrlWfcOUEC Social Media Marketing Advice, According To Doctor Who http://t.co/N3pHKuEfT3 http://t.co/MrlWfcOUEC",social media marketing advice according doctor,Medical
8440," \My Medical Choice.\"" By Angelina Jolie. ~Eloquent. Powerful. http://t.co/nc8PJHJd30""",medical choice angelina jolie eloquent powerful,Medical
8445, Fla hospital group exec: Feds want #Medicaid expansion to cut charity care; cool to expansion rejecter states http://t.co/7NNmdiY0g8,fla hospital exec feds #medicaid expansion cut charity care cool expansion rejecter,Medical
8453," \It is not the healthy who need a doctor but the sick. I have not come to call the righteous but the sinners to repentance. \"" Luke 5:31""",healthy doctor sick call righteous sinners repentance luke,Medical
8458," Fotograf: merwholockinthetardis: The Doctor Who cast dancing, aw http://t.co/RebyzgD7YV",fotograf merwholockinthetardis doctor cast dancing aw,Medical
8459," Top story: My Medical Choice http://t.co/r0bmQzrzVv, see more http://t.co/93U6tinPEj",top story medical choice,Medical
8460," @_sammieeee09 i havent been to school since thursday . My neck is swollen nd i had a fever . The doctor wantd me to stay home till the 16 ,",havent school thursday neck swollen nd fever doctor wantd stay home till,Medical
8461, BMW X3 xDrive 20d Emergency Medical services vehicle http://t.co/wFglkgZ6p0,bmw x3 xdrive emergency medical services vehicle,Medical
8462, @_LEGITT_ I'm at the hospital I broke my leg,hospital broke leg,Medical
8463, Reasons why it is important to choose a doctor who can give you a last-minute appointment http://t.co/x5FqeORr5G,reasons choose doctor lastminute appointment,Medical
8464," \She fell and was admitted to hospital... She's fine now tho!\"" Um ok #eurovision""",fell admitted hospital shes fine tho um ok #eurovision,Medical
8473, @stoksey10 any chance of a rt 4 my dad whos in hospital after a bad fall#getwellsoondad,chance dad whos hospital bad fall#getwellsoondad,Medical
8475," Social Media Marketing Advice, According To Doctor Who - Forbes: Social Media Marketing Advice, According To D... http://t.co/E3hVe73XRY",social media marketing advice according doctor forbes social media marketing advice according,Medical
